Car_Brand,Car_Name,Year,Selling_Price,Km_Driven,Fuel,Seller_Type,Transmission,Owner
Maruti,Omni,2018,250000,120000,Petrol,Individual,Manual,First Owner
Honda,Mobilio,2015,600000,120000,Diesel,Individual,Manual,First Owner
Honda,Brio,2012,285000,75000,Petrol,Individual,Automatic,Second Owner
Honda,Accord,2009,350000,57035,Petrol,Dealer,Manual,First Owner
Mahindra,Bolero,2011,170000,70000,Diesel,Individual,Manual,Third Owner
Ford,Figo,2015,229999,45000,Petrol,Individual,Manual,First Owner
Mahindra,XUV500,2013,500000,72104,Diesel,Dealer,Manual,Second Owner
Tata,Nano,2011,75000,15000,Petrol,Individual,Manual,First Owner
Hyundai,i20,2016,600000,30000,Petrol,Individual,Manual,First Owner
Tata,Indigo,2011,220000,80000,Diesel,Individual,Manual,First Owner
Tata,Indica,2009,150000,164000,Diesel,Individual,Manual,Second Owner
Maruti,Alto,2006,65000,124439,Petrol,Individual,Manual,Second Owner
Maruti,Zen,2006,120000,77000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2014,240000,90000,Diesel,Individual,Manual,First Owner
Renault,KWID,2017,390000,30000,Petrol,Individual,Manual,First Owner
Chevrolet,Beat,2012,180000,50000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2012,320000,80000,Diesel,Individual,Manual,Second Owner
Maruti,Alto,2018,310000,5000,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2018,420000,24000,Petrol,Individual,Automatic,First Owner
Tata,Tiago,2019,550000,10000,Petrol,Individual,Manual,First Owner
Maruti,Ertiga,2016,550000,78000,Diesel,Individual,Manual,Third Owner
Mahindra,TUV,2018,760000,50000,Diesel,Individual,Manual,First Owner
Maruti,800,2001,43000,100000,Petrol,Individual,Manual,Second Owner
Maruti,Omni,2018,250000,20000,Petrol,Individual,Manual,First Owner
Hyundai,Santro,2019,500000,1250,Petrol,Individual,Manual,First Owner
Tata,Zest,2015,380000,17152,Petrol,Individual,Manual,First Owner
Volkswagen,Polo,2012,350000,77000,Diesel,Individual,Manual,First Owner
Hyundai,Verna,2008,195000,90000,Diesel,Individual,Manual,Second Owner
Chevrolet,Beat,2011,225000,80000,Petrol,Individual,Manual,Second Owner
Toyota,Innova,2015,1125000,65000,Diesel,Individual,Manual,First Owner
Tata,Indica,2011,133000,80000,Diesel,Individual,Manual,First Owner
Hyundai,EON,2013,200000,24005,Petrol,Individual,Manual,First Owner
Maruti,Vitara,2018,940000,20000,Diesel,Individual,Manual,First Owner
Renault,Duster,2014,400000,120000,Diesel,Individual,Manual,First Owner
Hyundai,i10,2009,120000,120000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2015,625000,80000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2005,110000,80000,Petrol,Individual,Manual,First Owner
Renault,Duster,2012,490000,100000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2009,140000,120000,Petrol,Individual,Manual,Second Owner
Ford,Figo,2011,175000,149000,Diesel,Individual,Manual,Second Owner
Maruti,Wagon,2005,90000,65000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2009,275000,100000,Diesel,Individual,Manual,Second Owner
Volkswagen,Vento,2011,300000,65000,Diesel,Individual,Manual,Second Owner
Datsun,GO,2018,270000,19000,Petrol,Individual,Manual,Second Owner
Chevrolet,Beat,2010,130000,80000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2015,275000,30000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2012,352000,109000,Diesel,Individual,Manual,First Owner
Hyundai,EON,2012,180000,90000,LPG,Individual,Manual,First Owner
Maruti,Alto,2012,150000,90000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2010,300000,110000,Diesel,Individual,Manual,Second Owner
Mahindra,Bolero,2007,225000,120000,Diesel,Individual,Manual,First Owner
Honda,Mobilio,2014,600000,44000,Diesel,Individual,Manual,First Owner
Maruti,Ertiga,2015,500000,80000,Petrol,Individual,Manual,First Owner
Honda,BR-V,2018,900000,5000,Petrol,Individual,Manual,First Owner
Hyundai,i20,2016,600000,61000,Petrol,Individual,Manual,First Owner
Toyota,Etios,2011,450000,100000,Diesel,Individual,Manual,Second Owner
Hyundai,i10,2009,270000,27633,Petrol,Individual,Manual,First Owner
Maruti,Swift,2010,310000,100000,Diesel,Individual,Manual,Third Owner
Hyundai,Santro,2012,250000,100000,LPG,Individual,Manual,First Owner
Ford,Figo,2019,700000,12586,Petrol,Dealer,Manual,First Owner
Fiat,Avventura,2018,650000,38083,Diesel,Dealer,Manual,First Owner
Ford,Figo,2012,400000,55328,Diesel,Dealer,Manual,First Owner
Ford,Figo,2012,425000,81632,Diesel,Dealer,Manual,First Owner
Ford,Aspire,2016,600000,155201,Diesel,Dealer,Manual,First Owner
Ford,EcoSport,2013,600000,93283,Diesel,Dealer,Manual,First Owner
Ford,Fiesta,2012,450000,90165,Diesel,Dealer,Manual,First Owner
Ford,Ecosport,2014,750000,101504,Diesel,Dealer,Manual,First Owner
Ford,Figo,2010,325000,86017,Diesel,Dealer,Manual,Second Owner
Mahindra,XUV500,2013,900000,85036,Diesel,Dealer,Manual,Second Owner
Ford,Ikon,2006,180000,91086,Petrol,Dealer,Manual,Second Owner
Fiat,Punto,2013,350000,160254,Diesel,Dealer,Manual,Second Owner
Ford,EcoSport,2013,600000,125531,Diesel,Dealer,Manual,Second Owner
Honda,WR-V,2019,900000,60000,Diesel,Individual,Manual,First Owner
Skoda,Laura,2006,350000,100000,Diesel,Individual,Manual,First Owner
Maruti,Ritz,2013,280000,90000,Diesel,Individual,Manual,Third Owner
Mahindra,Xylo,2009,225000,120000,Diesel,Individual,Manual,Second Owner
Honda,City,2014,520000,82000,Diesel,Individual,Manual,First Owner
Mahindra,Scorpio,2016,509999,60000,Diesel,Individual,Manual,First Owner
Maruti,Baleno,2019,556000,24000,Petrol,Individual,Manual,First Owner
Tata,Indigo,2014,225000,120000,Diesel,Individual,Manual,First Owner
Honda,Amaze,2013,325000,65000,Diesel,Dealer,Manual,First Owner
Maruti,Swift,2013,365000,65000,Diesel,Dealer,Manual,First Owner
Hyundai,Creta,2015,850000,84000,Diesel,Dealer,Manual,First Owner
Toyota,Etios,2013,350000,75000,Diesel,Dealer,Manual,First Owner
Maruti,Swift,2007,225000,50000,Diesel,Dealer,Manual,First Owner
Maruti,Alto,2011,135000,50000,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2007,140000,49000,Petrol,Dealer,Manual,First Owner
Renault,KWID,2015,275000,14365,Petrol,Dealer,Manual,First Owner
Hyundai,Verna,2013,484999,65000,Diesel,Dealer,Manual,First Owner
Maruti,Ciaz,2015,565000,65000,Diesel,Dealer,Manual,First Owner
Maruti,Swift,2013,425000,61083,Diesel,Dealer,Manual,First Owner
Toyota,Innova,2013,925000,75000,Diesel,Individual,Manual,First Owner
Mahindra,Scorpio,2012,565000,72000,Diesel,Dealer,Manual,First Owner
Renault,Duster,2014,525000,65000,Diesel,Dealer,Manual,First Owner
Hyundai,EON,2015,295000,21000,Petrol,Dealer,Manual,Second Owner
Hyundai,Verna,2017,1100000,10000,Petrol,Individual,Automatic,First Owner
Maruti,Swift,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,S-Cross,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Verna,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Volkswagen,Polo,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner
Renault,Pulse,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner
Maruti,Celerio,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner
Honda,Brio,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,Baleno,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Creta,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
Honda,City,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner
Renault,Duster,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Hyundai,Creta,2016,535000,52600,Diesel,Individual,Manual,First Owner
Maruti,SX4,2012,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai,Grand,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti,Ertiga,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai,Grand,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet,Beat,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Hyundai,i10,2012,229999,49824,Petrol,Dealer,Manual,First Owner
Hyundai,Santro,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Skoda,Laura,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Maruti,Swift,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,i20,2013,350000,50000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2014,114999,30000,Petrol,Individual,Manual,First Owner
Hyundai,i20,2013,380000,50000,Petrol,Individual,Manual,Second Owner
Mahindra,Scorpio,2016,900000,35000,Diesel,Individual,Manual,First Owner
Chevrolet,Beat,2012,200999,90000,Petrol,Individual,Manual,Second Owner
Maruti,Omni,2014,229999,11451,Petrol,Individual,Manual,First Owner
Tata,Nexon,2019,800000,60000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2018,600000,60000,Diesel,Individual,Manual,First Owner
Chevrolet,Tavera,2005,150000,150000,Diesel,Individual,Manual,First Owner
Chevrolet,Optra,2009,150000,66000,Diesel,Individual,Manual,First Owner
Maruti,Eeco,2019,380000,5000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2006,80000,66508,Petrol,Individual,Manual,Second Owner
Honda,Civic,2007,225000,55000,Petrol,Individual,Manual,Second Owner
Tata,Nano,2012,75000,29900,Petrol,Individual,Manual,First Owner
Tata,Indica,2012,185000,85000,Diesel,Individual,Manual,First Owner
Mahindra,Scorpio,2011,425000,50000,Diesel,Individual,Manual,First Owner
Tata,Indica,2010,100000,120000,Diesel,Individual,Manual,Second Owner
Maruti,Zen,2008,140000,90000,Petrol,Individual,Manual,Third Owner
Maruti,Swift,2017,710000,8000,Petrol,Individual,Automatic,First Owner
Honda,Amaze,2015,450000,7900,Petrol,Individual,Automatic,First Owner
Datsun,RediGO,2017,210000,50000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2016,270000,25000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2009,110000,20000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2018,540000,17500,Petrol,Individual,Manual,First Owner
Mahindra,Renault,2008,145000,25000,Petrol,Individual,Manual,First Owner
Hyundai,i10,2013,250000,88600,LPG,Individual,Manual,First Owner
Tata,Venture,2012,110000,80000,Diesel,Individual,Manual,First Owner
Chevrolet,Captiva,2008,250000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Chevrolet,Aveo,2010,140000,60000,Petrol,Individual,Manual,First Owner
Maruti,Ciaz,2019,925000,11000,Petrol,Individual,Manual,First Owner
Tata,Hexa,2017,969999,30000,Diesel,Individual,Manual,First Owner
Hyundai,Santro,2007,90000,80000,CNG,Individual,Manual,Third Owner
Hyundai,Santro,2001,55000,60000,Petrol,Individual,Manual,Third Owner
Hyundai,Verna,2007,155000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra,Thar,2019,900000,15000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2011,135000,90000,Petrol,Individual,Manual,First Owner
Maruti,800,2012,180000,120000,Petrol,Individual,Manual,First Owner
Hyundai,Verna,2013,495000,100000,Diesel,Individual,Manual,Second Owner
Toyota,Innova,2009,400000,138000,Diesel,Individual,Manual,Third Owner
Hyundai,Verna,2008,250000,110000,Diesel,Individual,Manual,Second Owner
Maruti,Alto,2015,138000,120000,Petrol,Individual,Manual,Fourth & Above Owner
Honda,City,2011,311000,70000,Petrol,Individual,Automatic,Second Owner
Maruti,Alto,2015,190000,70000,Petrol,Individual,Manual,First Owner
Mahindra,Bolero,2011,311000,140000,Diesel,Individual,Manual,First Owner
Maruti,Ritz,2009,300000,15000,Petrol,Individual,Manual,First Owner
Honda,Jazz,2018,600000,20000,Petrol,Individual,Manual,First Owner
Mahindra,Scorpio,2009,550000,100000,Diesel,Individual,Manual,First Owner
Skoda,Rapid,2015,600000,70000,Petrol,Individual,Automatic,First Owner
Maruti,Alto,2018,195000,5000,Petrol,Individual,Manual,First Owner
Tata,Nano,2013,58000,27974,Petrol,Individual,Manual,First Owner
Maruti,Alto,2018,183000,40000,Petrol,Individual,Manual,First Owner
Maruti,Zen,2007,95000,80000,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2013,250000,38000,Petrol,Individual,Manual,First Owner
Tata,Zest,2014,400000,35000,Petrol,Individual,Manual,First Owner
Hyundai,Verna,2012,409999,60000,Diesel,Individual,Manual,Second Owner
Skoda,Octavia,2004,120000,120000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2018,600000,18000,Petrol,Individual,Automatic,First Owner
Honda,Amaze,2016,600000,10000,Petrol,Individual,Manual,First Owner
Mahindra,XUV500,2015,825000,90000,Diesel,Individual,Manual,Third Owner
Toyota,Etios,2016,625000,80000,Diesel,Individual,Manual,Second Owner
Hyundai,Grand,2020,700000,1400,Diesel,Individual,Manual,First Owner
Chevrolet,Beat,2011,160000,60000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2011,114999,60000,Petrol,Individual,Manual,Third Owner
Maruti,Wagon,2009,150000,53000,Petrol,Individual,Manual,First Owner
Volkswagen,Jetta,2010,250000,100000,Diesel,Dealer,Manual,First Owner
Hyundai,Verna,2012,390000,86000,Diesel,Dealer,Manual,Second Owner
Renault,Duster,2015,650000,100000,Diesel,Individual,Manual,First Owner
Hyundai,Xcent,2016,600000,30000,Diesel,Individual,Manual,First Owner
Hyundai,i20,2011,250000,120000,Petrol,Individual,Manual,First Owner
Hyundai,Santro,2011,229999,60000,LPG,Individual,Manual,Second Owner
Maruti,Ritz,2016,299000,50000,Diesel,Individual,Manual,Second Owner
Chevrolet,Cruze,2010,330000,124000,Diesel,Individual,Manual,Second Owner
Hyundai,Accent,2012,180000,100000,Petrol,Individual,Manual,Third Owner
Hyundai,Grand,2017,475000,42000,Petrol,Individual,Manual,First Owner
Hyundai,Grand,2015,325000,100000,Diesel,Individual,Manual,First Owner
Honda,City,2016,639000,28205,Petrol,Dealer,Manual,First Owner
Maruti,Celerio,2017,415000,32670,Petrol,Dealer,Automatic,First Owner
Hyundai,Creta,2016,1199000,30093,Diesel,Dealer,Automatic,First Owner
Maruti,Ertiga,2013,525000,56228,CNG,Dealer,Manual,First Owner
Hyundai,Verna,2013,425000,59319,Petrol,Dealer,Manual,First Owner
Maruti,Vitara,2016,699000,39503,Diesel,Dealer,Manual,First Owner
Hyundai,Grand,2013,325000,35299,Petrol,Dealer,Manual,First Owner
Toyota,Etios,2011,275000,51687,Petrol,Dealer,Manual,First Owner
Volkswagen,Vento,2011,269000,76259,Petrol,Dealer,Automatic,First Owner
Volkswagen,Polo,2013,399000,44049,Diesel,Dealer,Manual,First Owner
Mahindra,KUV,2017,475000,45087,Diesel,Dealer,Manual,First Owner
Toyota,Etios,2011,249000,41125,Petrol,Dealer,Manual,First Owner
Volkswagen,Polo,2011,254999,54206,Petrol,Dealer,Manual,First Owner
Skoda,Rapid,2012,269000,52547,Petrol,Dealer,Manual,First Owner
Maruti,Ertiga,2014,665000,59110,Diesel,Dealer,Manual,First Owner
Maruti,Wagon,2014,299000,54565,Petrol,Dealer,Manual,First Owner
Hyundai,i20,2010,265000,47564,Petrol,Dealer,Manual,Second Owner
Volkswagen,Polo,2010,211000,45143,Petrol,Dealer,Manual,Second Owner
Skoda,Superb,2013,599000,61624,Petrol,Dealer,Automatic,Second Owner
Hyundai,Verna,2014,550000,50000,Diesel,Individual,Manual,First Owner
Tata,Sumo,2010,220000,120000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2019,500000,20000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2010,140000,30000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2013,325000,60000,Diesel,Individual,Manual,First Owner
Hyundai,i20,2010,210000,90000,Petrol,Individual,Manual,Third Owner
Maruti,Alto,2008,110000,90000,Petrol,Individual,Manual,Second Owner
Hyundai,Verna,2019,1200000,25000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2017,229999,40000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2006,165000,132000,Petrol,Individual,Manual,First Owner
Tata,Tiago,2018,525000,10980,Petrol,Dealer,Automatic,First Owner
Hyundai,EON,2018,325000,20629,Petrol,Dealer,Manual,First Owner
Hyundai,Grand,2015,400000,30000,Petrol,Individual,Automatic,First Owner
Maruti,Ciaz,2015,550000,69782,Petrol,Dealer,Manual,First Owner
Maruti,800,2003,98000,54000,Petrol,Individual,Manual,First Owner
Mahindra,XUV500,2013,900000,63654,Diesel,Dealer,Manual,First Owner
Renault,Lodgy,2017,700000,60000,Diesel,Individual,Manual,First Owner
Mahindra,Scorpio,2015,890000,52000,Diesel,Dealer,Manual,First Owner
Maruti,Swift,2015,490000,59385,Diesel,Dealer,Manual,First Owner
Hyundai,i20,2015,525000,70378,Petrol,Dealer,Manual,First Owner
Maruti,Wagon,2013,330000,55425,Petrol,Dealer,Manual,First Owner
Mahindra,Bolero,2013,550000,78413,Diesel,Dealer,Manual,Second Owner
Mahindra,Bolero,2018,790000,40890,Diesel,Dealer,Manual,First Owner
Honda,Brio,2015,350000,34823,Petrol,Dealer,Manual,Second Owner
Maruti,Ciaz,2017,750000,55545,Diesel,Dealer,Manual,First Owner
Honda,Amaze,2014,409999,56541,Diesel,Dealer,Manual,First Owner
Hyundai,EON,2016,220000,43700,Petrol,Individual,Manual,First Owner
Tata,Indica,2009,68000,120000,Petrol,Individual,Manual,Second Owner
Hyundai,EON,2017,290000,20000,Petrol,Individual,Manual,First Owner
Honda,City,2014,600000,27483,Diesel,Dealer,Manual,First Owner
Maruti,Swift,2019,470000,8000,Petrol,Individual,Manual,First Owner
Hyundai,i10,2008,150000,30000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2014,180000,56207,Petrol,Dealer,Manual,Second Owner
Maruti,Zen,2006,80000,70000,Petrol,Individual,Manual,First Owner
Honda,WR-V,2018,875000,1440,Petrol,Individual,Manual,First Owner
Maruti,Alto,2019,300000,50000,Petrol,Individual,Manual,First Owner
Volkswagen,Polo,2011,220000,63657,Diesel,Dealer,Manual,First Owner
Mahindra,Verito,2013,250000,60000,Diesel,Individual,Manual,First Owner
Toyota,Innova,2016,919999,75000,Diesel,Dealer,Manual,First Owner
Volkswagen,Vento,2013,380000,97248,Petrol,Dealer,Manual,First Owner
Maruti,Swift,2012,450000,46000,Diesel,Individual,Manual,First Owner
Hyundai,Verna,2016,770000,10000,Petrol,Individual,Automatic,First Owner
Maruti,Swift,2018,550000,80000,Diesel,Individual,Manual,First Owner
Tata,New,2011,320000,100000,Diesel,Individual,Manual,Second Owner
Maruti,SX4,2013,400000,35000,Petrol,Individual,Manual,First Owner
Maruti,Celerio,2017,450000,50000,Petrol,Individual,Automatic,First Owner
Maruti,SX4,2011,220000,90000,Diesel,Individual,Manual,Third Owner
Mahindra,XUV500,2012,400000,150000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2013,530000,89000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2014,390000,60000,Diesel,Individual,Manual,Second Owner
Fiat,Grande,2012,185000,100000,Diesel,Individual,Manual,Second Owner
Maruti,SX4,2012,300000,100000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2014,575000,90000,Diesel,Individual,Manual,Second Owner
Maruti,Wagon,2014,300000,75000,Petrol,Individual,Manual,First Owner
Toyota,Etios,2017,425000,36000,Diesel,Dealer,Manual,First Owner
Hyundai,Xcent,2016,350000,12000,Petrol,Individual,Manual,First Owner
Honda,Amaze,2017,550000,12997,Diesel,Dealer,Manual,First Owner
Maruti,Ciaz,2017,500000,40000,Petrol,Individual,Automatic,First Owner
Mahindra,Scorpio,2015,600000,60000,Diesel,Individual,Manual,First Owner
Mahindra,Quanto,2013,300000,25000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2018,1150000,26430,Diesel,Dealer,Manual,First Owner
Maruti,Swift,2015,475000,24600,Petrol,Dealer,Manual,First Owner
Maruti,Wagon,2011,260000,28481,Petrol,Dealer,Manual,First Owner
Ford,Ecosport,2013,350000,100000,Petrol,Individual,Manual,First Owner
Mahindra,XUV500,2013,750000,41988,Diesel,Dealer,Manual,First Owner
Maruti,Wagon,2009,180000,30375,Petrol,Dealer,Manual,First Owner
Renault,KWID,2017,350000,7658,Petrol,Dealer,Automatic,First Owner
Maruti,Swift,2017,611000,34400,Diesel,Dealer,Manual,First Owner
